p_column,threshold,pfa,pd
p_0.05,0.743593598255752,0.08433333333333337,0.18033333333333335
p_0.05,0.7436019954508806,0.08433333333333337,0.18033333333333335
p_0.05,0.7436103926460091,0.08433333333333337,0.18033333333333335
p_0.05,0.7436187898411377,0.08433333333333337,0.18000000000000005
p_0.05,0.7436271870362662,0.08433333333333337,0.17966666666666664
p_0.05,0.7436355842313948,0.08433333333333337,0.17866666666666664
p_0.05,0.7436439814265233,0.08433333333333337,0.17866666666666664
p_0.05,0.7436523786216519,0.08433333333333337,0.17866666666666664
p_0.05,0.7436607758167805,0.08399999999999996,0.17833333333333334
p_0.05,0.743669173011909,0.08399999999999996,0.17833333333333334
p_0.05,0.7436775702070376,0.08399999999999996,0.17833333333333334
p_0.05,0.7436859674021662,0.08399999999999996,0.17800000000000005
p_0.05,0.7436943645972948,0.08399999999999996,0.17766666666666664
p_0.05,0.7437027617924233,0.08399999999999996,0.17733333333333334
p_0.05,0.7437111589875519,0.08399999999999996,0.17700000000000005
p_0.05,0.7437195561826805,0.08399999999999996,0.17666666666666664
p_0.05,0.7437279533778091,0.08399999999999996,0.17633333333333334
p_0.05,0.7437363505729376,0.08399999999999996,0.17600000000000005
p_0.05,0.7437447477680661,0.08399999999999996,0.17533333333333334
p_0.05,0.7437531449631947,0.08399999999999996,0.17533333333333334
p_0.05,0.7437615421583232,0.08399999999999996,0.17500000000000004
p_0.05,0.7437699393534518,0.08399999999999996,0.17500000000000004
p_0.05,0.7437783365485804,0.08399999999999996,0.17466666666666664
p_0.05,0.743786733743709,0.08399999999999996,0.17433333333333334
p_0.05,0.7437951309388375,0.08399999999999996,0.17433333333333334
p_0.05,0.7438035281339661,0.08399999999999996,0.17433333333333334
p_0.05,0.7438119253290947,0.08399999999999996,0.17433333333333334
p_0.05,0.7438203225242233,0.08399999999999996,0.17400000000000004
p_0.05,0.7438287197193518,0.08399999999999996,0.17366666666666664
p_0.05,0.7438371169144804,0.08399999999999996,0.17300000000000004
p_0.05,0.743845514109609,0.08399999999999996,0.17266666666666663
p_0.05,0.7438539113047375,0.08399999999999996,0.17266666666666663
p_0.05,0.7438623084998661,0.08399999999999996,0.17200000000000004
p_0.05,0.7438707056949947,0.08399999999999996,0.17166666666666663
p_0.05,0.7438791028901232,0.08399999999999996,0.17133333333333334
p_0.05,0.7438875000852517,0.08399999999999996,0.17133333333333334
p_0.05,0.7438958972803803,0.08399999999999996,0.17133333333333334
p_0.05,0.7439042944755089,0.08399999999999996,0.17100000000000004
p_0.05,0.7439126916706374,0.08399999999999996,0.17000000000000004
p_0.05,0.743921088865766,0.08399999999999996,0.17000000000000004
p_0.05,0.7439294860608946,0.08399999999999996,0.17000000000000004
p_0.05,0.7439378832560232,0.08399999999999996,0.17000000000000004
p_0.05,0.7439462804511517,0.08399999999999996,0.16933333333333334
p_0.05,0.7439546776462803,0.08399999999999996,0.16933333333333334
p_0.05,0.7439630748414089,0.08366666666666667,0.16933333333333334
p_0.05,0.7439714720365375,0.08366666666666667,0.16866666666666663
p_0.05,0.743979869231666,0.08366666666666667,0.16833333333333333
p_0.05,0.7439882664267946,0.08366666666666667,0.16833333333333333
p_0.05,0.7439966636219232,0.08366666666666667,0.16800000000000004
p_0.05,0.7440050608170516,0.08366666666666667,0.16766666666666663
p_0.05,0.7440134580121802,0.08366666666666667,0.16733333333333333
p_0.05,0.7440218552073088,0.08366666666666667,0.16666666666666663
p_0.05,0.7440302524024374,0.08366666666666667,0.16666666666666663
p_0.05,0.7440386495975659,0.08366666666666667,0.16666666666666663
p_0.05,0.7440470467926945,0.08366666666666667,0.16666666666666663
p_0.05,0.7440554439878231,0.08366666666666667,0.16600000000000004
p_0.05,0.7440638411829517,0.08366666666666667,0.16533333333333333
p_0.05,0.7440722383780802,0.08366666666666667,0.16500000000000004
p_0.05,0.7440806355732088,0.08366666666666667,0.16500000000000004
p_0.05,0.7440890327683374,0.08366666666666667,0.16500000000000004
p_0.05,0.744097429963466,0.08366666666666667,0.16433333333333333
p_0.05,0.7441058271585945,0.08366666666666667,0.16400000000000003
p_0.05,0.7441142243537231,0.08366666666666667,0.16366666666666663
p_0.05,0.7441226215488517,0.08366666666666667,0.16333333333333333
p_0.05,0.7441310187439802,0.08366666666666667,0.16300000000000003
p_0.05,0.7441394159391087,0.08366666666666667,0.16266666666666663
p_0.05,0.7441478131342373,0.08366666666666667,0.16233333333333333
p_0.05,0.7441562103293659,0.08366666666666667,0.16133333333333333
p_0.05,0.7441646075244944,0.08366666666666667,0.16133333333333333
p_0.05,0.744173004719623,0.08366666666666667,0.16133333333333333
p_0.05,0.7441814019147516,0.08366666666666667,0.16133333333333333
p_0.05,0.7441897991098801,0.08366666666666667,0.16100000000000003
p_0.05,0.7441981963050087,0.08366666666666667,0.16066666666666662
p_0.05,0.7442065935001373,0.08366666666666667,0.16033333333333333
p_0.05,0.7442149906952659,0.08366666666666667,0.16033333333333333
p_0.05,0.7442233878903944,0.08366666666666667,0.16033333333333333
p_0.05,0.744231785085523,0.08366666666666667,0.15966666666666662
p_0.05,0.7442401822806516,0.08366666666666667,0.15933333333333333
p_0.05,0.7442485794757802,0.08366666666666667,0.15900000000000003
p_0.05,0.7442569766709086,0.08366666666666667,0.15866666666666662
p_0.05,0.7442653738660372,0.08366666666666667,0.15800000000000003
p_0.05,0.7442737710611658,0.08366666666666667,0.15766666666666662
p_0.05,0.7442821682562943,0.08366666666666667,0.15766666666666662
p_0.05,0.7442905654514229,0.08366666666666667,0.15766666666666662
p_0.05,0.7442989626465515,0.08366666666666667,0.15766666666666662
p_0.05,0.7443073598416801,0.08366666666666667,0.15766666666666662
p_0.05,0.7443157570368086,0.08366666666666667,0.15766666666666662
p_0.05,0.7443241542319372,0.08366666666666667,0.15733333333333333
p_0.05,0.7443325514270658,0.08366666666666667,0.15700000000000003
p_0.05,0.7443409486221944,0.08366666666666667,0.15666666666666662
p_0.05,0.7443493458173229,0.08366666666666667,0.15600000000000003
p_0.05,0.7443577430124515,0.08366666666666667,0.15566666666666662
p_0.05,0.7443661402075801,0.08366666666666667,0.15533333333333332
p_0.05,0.7443745374027086,0.08366666666666667,0.15500000000000003
p_0.05,0.7443829345978372,0.08366666666666667,0.15500000000000003
p_0.05,0.7443913317929657,0.08366666666666667,0.15466666666666662
p_0.05,0.7443997289880943,0.08366666666666667,0.15433333333333332
p_0.05,0.7444081261832228,0.08366666666666667,0.15433333333333332
p_0.05,0.7444165233783514,0.08366666666666667,0.15433333333333332
p_0.05,0.74442492057348,0.08366666666666667,0.15400000000000003
p_0.05,0.7444333177686085,0.08366666666666667,0.15366666666666662
p_0.05,0.7444417149637371,0.08333333333333337,0.15366666666666662
p_0.05,0.7444501121588657,0.08333333333333337,0.15366666666666662
p_0.05,0.7444585093539943,0.08333333333333337,0.15300000000000002
p_0.05,0.7444669065491228,0.08333333333333337,0.15266666666666662
p_0.05,0.7444753037442514,0.08333333333333337,0.15233333333333332
p_0.05,0.74448370093938,0.08333333333333337,0.15200000000000002
p_0.05,0.7444920981345086,0.08333333333333337,0.15200000000000002
p_0.05,0.7445004953296371,0.08333333333333337,0.15133333333333332
p_0.05,0.7445088925247657,0.08333333333333337,0.15133333333333332
p_0.05,0.7445172897198942,0.08299999999999996,0.15033333333333332
p_0.05,0.7445256869150227,0.08299999999999996,0.15033333333333332
p_0.05,0.7445340841101513,0.08299999999999996,0.15033333333333332
p_0.05,0.7445424813052799,0.08299999999999996,0.15033333333333332
p_0.05,0.7445508785004085,0.08299999999999996,0.15033333333333332
p_0.05,0.744559275695537,0.08299999999999996,0.15000000000000002
p_0.05,0.7445676728906656,0.08299999999999996,0.15000000000000002
p_0.05,0.7445760700857942,0.08299999999999996,0.14966666666666661
p_0.05,0.7445844672809228,0.08299999999999996,0.14966666666666661
p_0.05,0.7445928644760513,0.08299999999999996,0.14933333333333332
p_0.05,0.7446012616711799,0.08299999999999996,0.14933333333333332
p_0.05,0.7446096588663085,0.08299999999999996,0.14900000000000002
p_0.05,0.744618056061437,0.08299999999999996,0.14833333333333332
p_0.05,0.7446264532565656,0.08299999999999996,0.14833333333333332
p_0.05,0.7446348504516942,0.08299999999999996,0.14800000000000002
p_0.05,0.7446432476468228,0.08299999999999996,0.14733333333333332
p_0.05,0.7446516448419512,0.08266666666666667,0.14733333333333332
p_0.05,0.7446600420370798,0.08266666666666667,0.14700000000000002
p_0.05,0.7446684392322084,0.08266666666666667,0.14700000000000002
p_0.05,0.744676836427337,0.08266666666666667,0.1466666666666666
p_0.05,0.7446852336224655,0.08266666666666667,0.14600000000000002
p_0.05,0.7446936308175941,0.08266666666666667,0.14600000000000002
p_0.05,0.7447020280127227,0.08266666666666667,0.14566666666666672
p_0.05,0.7447104252078512,0.08266666666666667,0.14533333333333331
p_0.05,0.7447188224029798,0.08266666666666667,0.14533333333333331
p_0.05,0.7447272195981084,0.08266666666666667,0.14533333333333331
p_0.05,0.744735616793237,0.08266666666666667,0.14500000000000002
p_0.05,0.7447440139883655,0.08266666666666667,0.14500000000000002
p_0.05,0.7447524111834941,0.08233333333333337,0.14466666666666672
p_0.05,0.7447608083786227,0.08233333333333337,0.14466666666666672
p_0.05,0.7447692055737511,0.08233333333333337,0.14466666666666672
p_0.05,0.7447776027688797,0.08233333333333337,0.1443333333333333
p_0.05,0.7447859999640083,0.08233333333333337,0.1443333333333333
p_0.05,0.7447943971591369,0.08233333333333337,0.14400000000000002
p_0.05,0.7448027943542654,0.08233333333333337,0.14400000000000002
p_0.05,0.744811191549394,0.08233333333333337,0.14400000000000002
p_0.05,0.7448195887445226,0.08233333333333337,0.14366666666666672
p_0.05,0.7448279859396512,0.08233333333333337,0.1433333333333333
p_0.05,0.7448363831347797,0.08233333333333337,0.1433333333333333
p_0.05,0.7448447803299083,0.08199999999999996,0.1433333333333333
p_0.05,0.7448531775250369,0.08199999999999996,0.14266666666666672
p_0.05,0.7448615747201655,0.08199999999999996,0.1423333333333333
p_0.05,0.744869971915294,0.08199999999999996,0.1423333333333333
p_0.05,0.7448783691104226,0.08199999999999996,0.1423333333333333
p_0.05,0.7448867663055512,0.08199999999999996,0.14200000000000002
p_0.05,0.7448951635006797,0.08199999999999996,0.1413333333333333
p_0.05,0.7449035606958083,0.08199999999999996,0.1413333333333333
p_0.05,0.7449119578909368,0.08199999999999996,0.14100000000000001
p_0.05,0.7449203550860654,0.08199999999999996,0.14066666666666672
p_0.05,0.7449287522811939,0.08199999999999996,0.14066666666666672
p_0.05,0.7449371494763225,0.08199999999999996,0.1403333333333333
p_0.05,0.7449455466714511,0.08199999999999996,0.1403333333333333
p_0.05,0.7449539438665796,0.08199999999999996,0.139
p_0.05,0.7449623410617082,0.08199999999999996,0.139
p_0.05,0.7449707382568368,0.08199999999999996,0.13866666666666672
p_0.05,0.7449791354519654,0.08199999999999996,0.1383333333333333
p_0.05,0.7449875326470939,0.08199999999999996,0.1383333333333333
p_0.05,0.7449959298422225,0.08199999999999996,0.1383333333333333
p_0.05,0.7450043270373511,0.08199999999999996,0.1383333333333333
p_0.05,0.7450127242324797,0.08166666666666667,0.138
p_0.05,0.7450211214276081,0.08166666666666667,0.13766666666666671
p_0.05,0.7450295186227367,0.08166666666666667,0.13766666666666671
p_0.05,0.7450379158178653,0.08166666666666667,0.1373333333333333
p_0.05,0.7450463130129938,0.08133333333333337,0.137
p_0.05,0.7450547102081224,0.08133333333333337,0.137
p_0.05,0.745063107403251,0.08133333333333337,0.13666666666666671
p_0.05,0.7450715045983796,0.08133333333333337,0.13666666666666671
p_0.05,0.7450799017935081,0.08133333333333337,0.13666666666666671
p_0.05,0.7450882989886367,0.08133333333333337,0.13666666666666671
p_0.05,0.7450966961837653,0.08133333333333337,0.136
p_0.05,0.7451050933788939,0.08133333333333337,0.136
p_0.05,0.7451134905740224,0.08133333333333337,0.136
p_0.05,0.745121887769151,0.08099999999999996,0.136
p_0.05,0.7451302849642796,0.08099999999999996,0.136
p_0.05,0.7451386821594081,0.08099999999999996,0.1353333333333333
p_0.05,0.7451470793545367,0.08099999999999996,0.135
p_0.05,0.7451554765496653,0.08099999999999996,0.1346666666666667
p_0.05,0.7451638737447939,0.08099999999999996,0.1346666666666667
p_0.05,0.7451722709399223,0.08099999999999996,0.1346666666666667
p_0.05,0.7451806681350509,0.08099999999999996,0.1343333333333333
p_0.05,0.7451890653301795,0.08099999999999996,0.134
p_0.05,0.745197462525308,0.08099999999999996,0.134
p_0.05,0.7452058597204366,0.08099999999999996,0.1333333333333333
p_0.05,0.7452142569155652,0.08099999999999996,0.1333333333333333
p_0.05,0.7452226541106938,0.08099999999999996,0.133
p_0.05,0.7452310513058223,0.08066666666666666,0.133
p_0.05,0.7452394485009509,0.08066666666666666,0.133
p_0.05,0.7452478456960795,0.08066666666666666,0.133
p_0.05,0.7452562428912081,0.08066666666666666,0.133
p_0.05,0.7452646400863366,0.08066666666666666,0.1326666666666667
p_0.05,0.7452730372814652,0.08066666666666666,0.1323333333333333
p_0.05,0.7452814344765937,0.08066666666666666,0.132
p_0.05,0.7452898316717222,0.08066666666666666,0.1316666666666667
p_0.05,0.7452982288668508,0.08066666666666666,0.1313333333333333
p_0.05,0.7453066260619794,0.08033333333333337,0.131
p_0.05,0.745315023257108,0.08033333333333337,0.1306666666666667
p_0.05,0.7453234204522365,0.07999999999999996,0.1306666666666667
p_0.05,0.7453318176473651,0.07999999999999996,0.1306666666666667
p_0.05,0.7453402148424937,0.07999999999999996,0.13
p_0.05,0.7453486120376223,0.07999999999999996,0.13
p_0.05,0.7453570092327508,0.07999999999999996,0.1296666666666667
p_0.05,0.7453654064278794,0.07999999999999996,0.129
p_0.05,0.745373803623008,0.07999999999999996,0.1286666666666667
p_0.05,0.7453822008181366,0.07999999999999996,0.1286666666666667
p_0.05,0.7453905980132651,0.07999999999999996,0.1286666666666667
p_0.05,0.7453989952083937,0.07999999999999996,0.1286666666666667
p_0.05,0.7454073924035223,0.07999999999999996,0.1283333333333333
p_0.05,0.7454157895986508,0.07999999999999996,0.1283333333333333
p_0.05,0.7454241867937793,0.07999999999999996,0.1283333333333333
p_0.05,0.7454325839889079,0.07999999999999996,0.1283333333333333
p_0.05,0.7454409811840365,0.07999999999999996,0.128
p_0.05,0.745449378379165,0.07999999999999996,0.1276666666666667
p_0.05,0.7454577755742936,0.07966666666666666,0.1276666666666667
p_0.05,0.7454661727694222,0.07966666666666666,0.127
p_0.05,0.7454745699645507,0.07966666666666666,0.1266666666666667
p_0.05,0.7454829671596793,0.07966666666666666,0.1266666666666667
p_0.05,0.7454913643548079,0.07933333333333337,0.1263333333333333
p_0.05,0.7454997615499365,0.07899999999999996,0.1263333333333333
p_0.05,0.745508158745065,0.07899999999999996,0.126
p_0.05,0.7455165559401936,0.07899999999999996,0.1256666666666667
p_0.05,0.7455249531353222,0.07899999999999996,0.1256666666666667
p_0.05,0.7455333503304508,0.07866666666666666,0.1256666666666667
p_0.05,0.7455417475255792,0.07866666666666666,0.1253333333333333
p_0.05,0.7455501447207078,0.07866666666666666,0.1246666666666667
p_0.05,0.7455585419158364,0.07866666666666666,0.1243333333333333
p_0.05,0.7455669391109649,0.07866666666666666,0.1243333333333333
p_0.05,0.7455753363060935,0.07866666666666666,0.124
p_0.05,0.7455837335012221,0.07833333333333337,0.1236666666666667
p_0.05,0.7455921306963507,0.07833333333333337,0.123
p_0.05,0.7456005278914792,0.07833333333333337,0.123
p_0.05,0.7456089250866078,0.07833333333333337,0.123
p_0.05,0.7456173222817364,0.07833333333333337,0.123
p_0.05,0.745625719476865,0.07833333333333337,0.1226666666666667
p_0.05,0.7456341166719935,0.07833333333333337,0.1226666666666667
p_0.05,0.7456425138671221,0.07833333333333337,0.1226666666666667
p_0.05,0.7456509110622507,0.07833333333333337,0.1223333333333333
p_0.05,0.7456593082573792,0.07833333333333337,0.122
p_0.05,0.7456677054525078,0.07833333333333337,0.1216666666666667
p_0.05,0.7456761026476364,0.07833333333333337,0.1213333333333333
p_0.05,0.7456844998427649,0.07833333333333337,0.1213333333333333
p_0.05,0.7456928970378934,0.07799999999999996,0.121
p_0.05,0.745701294233022,0.07799999999999996,0.121
p_0.05,0.7457096914281506,0.07799999999999996,0.1206666666666667
p_0.05,0.7457180886232792,0.07799999999999996,0.1206666666666667
p_0.05,0.7457264858184077,0.07799999999999996,0.1206666666666667
p_0.05,0.7457348830135363,0.07799999999999996,0.1206666666666667
p_0.05,0.7457432802086649,0.07799999999999996,0.1206666666666667
p_0.05,0.7457516774037934,0.07799999999999996,0.1206666666666667
p_0.05,0.745760074598922,0.07799999999999996,0.12033333333333329
p_0.05,0.7457684717940506,0.07799999999999996,0.12
p_0.05,0.7457768689891792,0.07799999999999996,0.1196666666666667
p_0.05,0.7457852661843077,0.07799999999999996,0.1186666666666667
p_0.05,0.7457936633794362,0.07733333333333337,0.1186666666666667
p_0.05,0.7458020605745648,0.07733333333333337,0.1186666666666667
p_0.05,0.7458104577696933,0.07733333333333337,0.11833333333333329
p_0.05,0.7458188549648219,0.07733333333333337,0.11833333333333329
p_0.05,0.7458272521599505,0.07733333333333337,0.11833333333333329
p_0.05,0.7458356493550791,0.07733333333333337,0.118
p_0.05,0.7458440465502076,0.07733333333333337,0.1176666666666667
p_0.05,0.7458524437453362,0.07699999999999996,0.1176666666666667
p_0.05,0.7458608409404648,0.07699999999999996,0.1176666666666667
p_0.05,0.7458692381355934,0.07699999999999996,0.1176666666666667
p_0.05,0.7458776353307219,0.07666666666666666,0.11733333333333329
p_0.05,0.7458860325258505,0.07666666666666666,0.11733333333333329
p_0.05,0.7458944297209791,0.07666666666666666,0.11699999999999999
p_0.05,0.7459028269161077,0.07666666666666666,0.11699999999999999
p_0.05,0.7459112241112362,0.07666666666666666,0.11699999999999999
p_0.05,0.7459196213063648,0.07666666666666666,0.11699999999999999
p_0.05,0.7459280185014934,0.07666666666666666,0.11699999999999999
p_0.05,0.7459364156966218,0.07666666666666666,0.11633333333333329
p_0.05,0.7459448128917504,0.07666666666666666,0.11633333333333329
p_0.05,0.745953210086879,0.07666666666666666,0.11599999999999999
p_0.05,0.7459616072820076,0.07666666666666666,0.11599999999999999
p_0.05,0.7459700044771361,0.07666666666666666,0.11599999999999999
p_0.05,0.7459784016722647,0.07666666666666666,0.11599999999999999
p_0.05,0.7459867988673933,0.07666666666666666,0.11599999999999999
p_0.05,0.7459951960625218,0.07666666666666666,0.11599999999999999
p_0.05,0.7460035932576504,0.07666666666666666,0.11599999999999999
p_0.05,0.746011990452779,0.07666666666666666,0.1156666666666667
p_0.05,0.7460203876479076,0.07666666666666666,0.11533333333333329
p_0.05,0.7460287848430361,0.07666666666666666,0.11533333333333329
p_0.05,0.7460371820381647,0.07599999999999996,0.11499999999999999
p_0.05,0.7460455792332933,0.07599999999999996,0.1146666666666667
p_0.05,0.7460539764284218,0.07599999999999996,0.1146666666666667
p_0.05,0.7460623736235503,0.07599999999999996,0.11433333333333329
p_0.05,0.7460707708186789,0.07599999999999996,0.11399999999999999
p_0.05,0.7460791680138075,0.07599999999999996,0.1136666666666667
p_0.05,0.746087565208936,0.07599999999999996,0.1136666666666667
p_0.05,0.7460959624040646,0.07599999999999996,0.11333333333333329
p_0.05,0.7461043595991932,0.07599999999999996,0.11333333333333329
p_0.05,0.7461127567943218,0.07599999999999996,0.11299999999999999
p_0.05,0.7461211539894503,0.07599999999999996,0.11233333333333329
p_0.05,0.7461295511845789,0.07599999999999996,0.11133333333333328
p_0.05,0.7461379483797075,0.07599999999999996,0.11133333333333328
p_0.05,0.7461463455748361,0.07599999999999996,0.11133333333333328
p_0.05,0.7461547427699646,0.07599999999999996,0.11133333333333328
p_0.05,0.7461631399650932,0.07599999999999996,0.11133333333333328
p_0.05,0.7461715371602218,0.07599999999999996,0.11133333333333328
p_0.05,0.7461799343553503,0.07599999999999996,0.11099999999999999
p_0.05,0.7461883315504789,0.07599999999999996,0.11099999999999999
p_0.05,0.7461967287456074,0.07599999999999996,0.11066666666666669
p_0.05,0.746205125940736,0.07566666666666666,0.10999999999999999
p_0.05,0.7462135231358645,0.07566666666666666,0.10999999999999999
p_0.05,0.7462219203309931,0.07566666666666666,0.10999999999999999
p_0.05,0.7462303175261217,0.07566666666666666,0.10966666666666669
p_0.05,0.7462387147212503,0.07499999999999996,0.10966666666666669
p_0.05,0.7462471119163788,0.07499999999999996,0.10966666666666669
p_0.05,0.7462555091115074,0.07499999999999996,0.10966666666666669
p_0.05,0.746263906306636,0.07499999999999996,0.10966666666666669
p_0.05,0.7462723035017645,0.07499999999999996,0.10966666666666669
p_0.05,0.7462807006968931,0.07499999999999996,0.10966666666666669
p_0.05,0.7462890978920217,0.07499999999999996,0.10966666666666669
p_0.05,0.7462974950871503,0.07499999999999996,0.10966666666666669
p_0.05,0.7463058922822787,0.07499999999999996,0.10966666666666669
p_0.05,0.7463142894774073,0.07499999999999996,0.10966666666666669
p_0.05,0.7463226866725359,0.07499999999999996,0.10933333333333328
p_0.05,0.7463310838676644,0.07499999999999996,0.10933333333333328
p_0.05,0.746339481062793,0.07499999999999996,0.10899999999999999
p_0.05,0.7463478782579216,0.07499999999999996,0.10866666666666669
p_0.05,0.7463562754530502,0.07499999999999996,0.10833333333333328
p_0.05,0.7463646726481787,0.07499999999999996,0.10799999999999998
p_0.05,0.7463730698433073,0.07499999999999996,0.10799999999999998
p_0.05,0.7463814670384359,0.07499999999999996,0.10799999999999998
p_0.05,0.7463898642335645,0.07499999999999996,0.10799999999999998
p_0.05,0.746398261428693,0.07499999999999996,0.10799999999999998
p_0.05,0.7464066586238216,0.07499999999999996,0.10766666666666669
p_0.05,0.7464150558189502,0.07499999999999996,0.10766666666666669
p_0.05,0.7464234530140788,0.07499999999999996,0.10733333333333328
p_0.05,0.7464318502092073,0.07499999999999996,0.10733333333333328
p_0.05,0.7464402474043359,0.07499999999999996,0.10699999999999998
p_0.05,0.7464486445994644,0.07499999999999996,0.10666666666666669
p_0.05,0.7464570417945929,0.07499999999999996,0.10666666666666669
p_0.05,0.7464654389897215,0.07499999999999996,0.10666666666666669
p_0.05,0.7464738361848501,0.07499999999999996,0.10666666666666669
p_0.05,0.7464822333799787,0.07499999999999996,0.10666666666666669
p_0.05,0.7464906305751072,0.07499999999999996,0.10599999999999998
p_0.05,0.7464990277702358,0.07466666666666666,0.10599999999999998
p_0.05,0.7465074249653644,0.07466666666666666,0.10599999999999998
p_0.05,0.746515822160493,0.07466666666666666,0.10599999999999998
p_0.05,0.7465242193556215,0.07466666666666666,0.10566666666666669
p_0.05,0.7465326165507501,0.07466666666666666,0.10566666666666669
p_0.05,0.7465410137458787,0.07466666666666666,0.10533333333333328
p_0.05,0.7465494109410072,0.07466666666666666,0.10499999999999998
p_0.05,0.7465578081361358,0.07466666666666666,0.10499999999999998
p_0.05,0.7465662053312643,0.07466666666666666,0.10466666666666669
p_0.05,0.7465746025263928,0.07433333333333336,0.10466666666666669
p_0.05,0.7465829997215214,0.07433333333333336,0.10433333333333328
p_0.05,0.74659139691665,0.07433333333333336,0.10433333333333328
p_0.05,0.7465997941117786,0.07433333333333336,0.10433333333333328
p_0.05,0.7466081913069071,0.07433333333333336,0.10433333333333328
p_0.05,0.7466165885020357,0.07433333333333336,0.10399999999999998
p_0.05,0.7466249856971643,0.07433333333333336,0.10399999999999998
p_0.05,0.7466333828922929,0.07433333333333336,0.10366666666666668
p_0.05,0.7466417800874214,0.07433333333333336,0.10366666666666668
p_0.05,0.74665017728255,0.07433333333333336,0.10366666666666668
p_0.05,0.7466585744776786,0.07433333333333336,0.10366666666666668
p_0.05,0.7466669716728072,0.07433333333333336,0.10299999999999998
p_0.05,0.7466753688679357,0.07433333333333336,0.10299999999999998
p_0.05,0.7466837660630643,0.07433333333333336,0.10299999999999998
p_0.05,0.7466921632581929,0.07433333333333336,0.10299999999999998
p_0.05,0.7467005604533214,0.07433333333333336,0.10299999999999998
p_0.05,0.7467089576484499,0.07433333333333336,0.10266666666666668
p_0.05,0.7467173548435785,0.07433333333333336,0.10233333333333339
p_0.05,0.7467257520387071,0.07433333333333336,0.10233333333333339
p_0.05,0.7467341492338356,0.07433333333333336,0.10199999999999998
p_0.05,0.7467425464289642,0.07399999999999995,0.10199999999999998
p_0.05,0.7467509436240928,0.07399999999999995,0.10199999999999998
p_0.05,0.7467593408192214,0.07399999999999995,0.10166666666666668
p_0.05,0.7467677380143499,0.07399999999999995,0.10166666666666668
p_0.05,0.7467761352094785,0.07399999999999995,0.10166666666666668
p_0.05,0.7467845324046071,0.07399999999999995,0.10133333333333339
p_0.05,0.7467929295997356,0.07399999999999995,0.10133333333333339
p_0.05,0.7468013267948642,0.07399999999999995,0.10133333333333339
p_0.05,0.7468097239899928,0.07399999999999995,0.10133333333333339
p_0.05,0.7468181211851213,0.07399999999999995,0.10133333333333339
p_0.05,0.7468265183802498,0.07399999999999995,0.10133333333333339
p_0.05,0.7468349155753784,0.07399999999999995,0.10133333333333339
p_0.05,0.746843312770507,0.07399999999999995,0.10133333333333339
p_0.05,0.7468517099656355,0.07399999999999995,0.10133333333333339
p_0.05,0.7468601071607641,0.07399999999999995,0.10099999999999998
p_0.05,0.7468685043558927,0.07399999999999995,0.10099999999999998
p_0.05,0.7468769015510213,0.07399999999999995,0.10099999999999998
p_0.05,0.7468852987461498,0.07399999999999995,0.10066666666666668
p_0.05,0.7468936959412784,0.07399999999999995,0.10033333333333339
p_0.05,0.746902093136407,0.07399999999999995,0.10033333333333339
p_0.05,0.7469104903315356,0.07399999999999995,0.10033333333333339
p_0.05,0.7469188875266641,0.07399999999999995,0.10033333333333339
p_0.05,0.7469272847217927,0.07399999999999995,0.10033333333333339
p_0.05,0.7469356819169213,0.07399999999999995,0.10033333333333339
p_0.05,0.7469440791120499,0.07366666666666666,0.10033333333333339
p_0.05,0.7469524763071784,0.07366666666666666,0.10033333333333339
p_0.05,0.746960873502307,0.07366666666666666,0.10033333333333339
p_0.05,0.7469692706974355,0.07366666666666666,0.09999999999999998
p_0.05,0.746977667892564,0.07366666666666666,0.09999999999999998
p_0.05,0.7469860650876926,0.07366666666666666,0.09966666666666668
p_0.05,0.7469944622828212,0.07366666666666666,0.09933333333333338
p_0.05,0.7470028594779498,0.07366666666666666,0.09933333333333338
p_0.05,0.7470112566730783,0.07366666666666666,0.09933333333333338
p_0.05,0.7470196538682069,0.07366666666666666,0.09899999999999998
p_0.05,0.7470280510633355,0.07366666666666666,0.09899999999999998
p_0.05,0.747036448258464,0.07366666666666666,0.09899999999999998
p_0.05,0.7470448454535926,0.07366666666666666,0.09899999999999998
p_0.05,0.7470532426487212,0.07366666666666666,0.09899999999999998
p_0.05,0.7470616398438498,0.07366666666666666,0.09899999999999998
p_0.05,0.7470700370389783,0.07366666666666666,0.09899999999999998
p_0.05,0.7470784342341068,0.07333333333333336,0.09899999999999998
p_0.05,0.7470868314292354,0.07333333333333336,0.09866666666666668
p_0.05,0.747095228624364,0.07333333333333336,0.09866666666666668
p_0.05,0.7471036258194925,0.07333333333333336,0.09866666666666668
p_0.05,0.7471120230146211,0.07333333333333336,0.09866666666666668
p_0.05,0.7471204202097497,0.07333333333333336,0.09833333333333338
p_0.05,0.7471288174048782,0.07333333333333336,0.09799999999999998
p_0.05,0.7471372146000068,0.07333333333333336,0.09766666666666668
p_0.05,0.7471456117951354,0.07299999999999995,0.09733333333333338
p_0.05,0.747154008990264,0.07299999999999995,0.09699999999999998
p_0.05,0.7471624061853925,0.07299999999999995,0.09666666666666668
p_0.05,0.7471708033805211,0.07299999999999995,0.09633333333333338
p_0.05,0.7471792005756497,0.07299999999999995,0.09566666666666668
p_0.05,0.7471875977707783,0.07299999999999995,0.09566666666666668
p_0.05,0.7471959949659068,0.07299999999999995,0.09566666666666668
